school_id,student_id,study_time_in_hr,health,internet,country,year,marks
45-0673066,539,5,average,FALSE,Sweden,2018,45
04-5597628,540,4,average,FALSE,Canada,2018,36
33-9516954,541,6,average,FALSE,India,2018,54
45-0673066,542,6,great,TRUE,Sweden,2018,54
02-6957378,543,5,bad,FALSE,United States,2018,45
45-0673066,544,7,good,TRUE,Sweden,2018,63
04-5597628,545,4,good,FALSE,Canada,2018,36
45-0673066,546,8,worst,FALSE,Sweden,2018,72
45-0673066,547,8,worst,TRUE,Sweden,2018,72
02-6957378,548,7,bad,FALSE,United States,2018,63
45-0673066,549,5,average,TRUE,Sweden,2018,45
33-9516954,550,5,worst,TRUE,India,2018,45
33-9516954,551,4,average,FALSE,India,2018,36
04-5597628,552,6,bad,FALSE,Canada,2018,54
02-6957378,553,8,average,FALSE,United States,2018,72
45-0673066,554,8,great,FALSE,Sweden,2018,72
45-0673066,555,4,bad,FALSE,Sweden,2018,36
33-9516954,556,8,worst,FALSE,India,2018,72
02-6957378,557,7,worst,FALSE,United States,2018,63
33-9516954,558,4,worst,FALSE,India,2018,36
33-9516954,559,4,good,FALSE,India,2018,36
04-5597628,560,6,worst,TRUE,Canada,2018,54
02-6957378,561,4,bad,FALSE,United States,2018,36
04-5597628,562,7,bad,TRUE,Canada,2018,63
33-9516954,563,4,average,FALSE,India,2018,36
33-9516954,564,8,worst,TRUE,India,2018,72
33-9516954,565,7,bad,TRUE,India,2018,63
45-0673066,566,6,worst,TRUE,Sweden,2018,60
33-9516954,567,6,average,TRUE,India,2018,60
04-5597628,568,6,good,FALSE,Canada,2018,60
33-9516954,569,6,great,FALSE,India,2018,60
02-6957378,570,4,great,TRUE,United States,2018,40
33-9516954,571,7,average,FALSE,India,2018,70
45-0673066,572,7,average,TRUE,Sweden,2018,70
45-0673066,573,7,good,FALSE,Sweden,2018,70
02-6957378,574,6,good,FALSE,United States,2018,60
45-0673066,575,4,great,FALSE,Sweden,2018,40
45-0673066,576,5,great,FALSE,Sweden,2018,50
33-9516954,577,7,good,FALSE,India,2018,70
04-5597628,578,8,good,TRUE,Canada,2018,80
45-0673066,579,5,bad,TRUE,Sweden,2018,50
02-6957378,580,7,bad,FALSE,United States,2018,70
02-6957378,581,4,good,FALSE,United States,2018,40
04-5597628,582,5,worst,FALSE,Canada,2018,50
45-0673066,583,5,average,FALSE,Sweden,2018,50
45-0673066,584,5,worst,FALSE,Sweden,2018,50
33-9516954,585,6,average,FALSE,India,2018,60
04-5597628,586,6,good,FALSE,Canada,2018,60
45-0673066,587,4,worst,FALSE,Sweden,2018,40
04-5597628,588,8,good,TRUE,Canada,2018,80
02-6957378,589,7,bad,FALSE,United States,2018,70
45-0673066,590,5,average,TRUE,Sweden,2018,50
33-9516954,591,4,average,TRUE,India,2018,40
45-0673066,592,6,good,FALSE,Sweden,2018,60
45-0673066,593,6,bad,TRUE,Sweden,2018,60
33-9516954,594,8,great,TRUE,India,2018,80
04-5597628,595,4,bad,TRUE,Canada,2018,40
33-9516954,596,5,average,FALSE,India,2018,50
04-5597628,597,4,great,TRUE,Canada,2018,40
02-6957378,598,5,good,TRUE,United States,2018,50
45-0673066,599,8,average,FALSE,Sweden,2018,80
45-0673066,600,6,bad,TRUE,India,2018,54
